session_id,user_id,variant,session_duration,pages_visited,persona,base_interact,variant_boost,interacted_with_panel,p_engage,engaged,p_add,added_to_cart,p_conv,converted,engagement_score,time_to_conversion
42078,925,A,222,3,Explorer,0.05,0,0,0.16,0,0,0,0,0,11.1,NA
42079,8442,B,72,7,Explorer,0.05,0.07,0,0.24,0,0,0,0,0,8.4,NA
42080,12181,A,20,2,Explorer,0.05,0,0,0.14,0,0,0,0,0,0.666666666666667,NA
42081,10704,B,21,1,DealHunter,0.18,0.07,0,0.12,0,0,0,0,0,0.35,NA
42082,4737,B,67,6,Explorer,0.05,0.07,0,0.22,0,0,0,0,0,6.7,NA
42083,13264,B,64,5,TargetedShopper,0.15,0.07,0,0.2,0,0,0,0,0,5.33333333333333,NA
42084,11435,A,159,1,TargetedShopper,0.15,0,0,0.12,0,0,0,0,0,2.65,NA
42085,3767,A,145,4,Explorer,0.05,0,0,0.18,0,0,0,0,0,9.66666666666667,NA
42086,11145,A,114,3,TargetedShopper,0.15,0,0,0.16,1,0.05,0,0,0,5.7,NA
42087,2723,A,50,4,Explorer,0.05,0,0,0.18,1,0.05,0,0,0,3.33333333333333,NA
42088,3868,A,36,4,TargetedShopper,0.15,0,0,0.18,0,0,0,0,0,2.4,NA
42089,7583,A,33,4,DealHunter,0.18,0,0,0.18,0,0,0,0,0,2.2,NA
42090,12137,B,21,8,HighIntent,0.3,0.07,0,0.26,0,0,0,0,0,2.8,NA
42091,12684,B,19,7,Explorer,0.05,0.07,0,0.24,0,0,0,0,0,2.21666666666667,NA
42092,4054,B,210,8,Explorer,0.05,0.07,0,0.26,1,0.05,0,0,0,28,NA
42093,8204,B,291,3,TargetedShopper,0.15,0.07,0,0.16,0,0,0,0,0,14.55,NA
42094,8013,A,28,3,Explorer,0.05,0,0,0.16,0,0,0,0,0,1.4,NA
42095,13249,B,96,7,HighIntent,0.3,0.07,1,0.54,0,0,0,0,0,22.4,NA
42096,6809,A,118,3,Explorer,0.05,0,0,0.16,0,0,0,0,0,5.9,NA
42097,5503,A,35,8,HighIntent,0.3,0,0,0.26,0,0,0,0,0,4.66666666666667,NA
42098,3360,A,129,5,TargetedShopper,0.15,0,0,0.2,0,0,0,0,0,10.75,NA
42099,13011,B,105,4,Explorer,0.05,0.07,0,0.18,1,0.05,1,0.02,0,7,NA
42100,1907,A,195,4,TargetedShopper,0.15,0,0,0.18,0,0,0,0,0,13,NA
42101,857,B,166,7,TargetedShopper,0.15,0.07,0,0.24,0,0,0,0,0,19.3666666666667,NA
42102,7457,A,37,8,Explorer,0.05,0,0,0.26,0,0,0,0,0,4.93333333333333,NA
42103,10444,B,34,4,TargetedShopper,0.15,0.07,1,0.48,0,0,0,0,0,4.53333333333333,NA
42104,3949,A,62,5,DealHunter,0.18,0,0,0.2,0,0,0,0,0,5.16666666666667,NA
42105,14153,A,58,4,TargetedShopper,0.15,0,0,0.18,0,0,0,0,0,3.86666666666667,NA
42106,9597,A,70,5,Explorer,0.05,0,0,0.2,1,0.05,0,0,0,5.83333333333333,NA
42107,265,A,88,5,Explorer,0.05,0,0,0.2,0,0,0,0,0,7.33333333333333,NA
42108,8146,B,78,5,DealHunter,0.18,0.07,0,0.2,0,0,0,0,0,6.5,NA
42109,11645,B,47,5,TargetedShopper,0.15,0.07,0,0.2,0,0,0,0,0,3.91666666666667,NA
42110,3183,B,25,4,Explorer,0.05,0.07,0,0.18,0,0,0,0,0,1.66666666666667,NA
42111,5033,B,9,5,DealHunter,0.18,0.07,0,0.2,0,0,0,0,0,0.75,NA
42112,7463,B,129,2,Explorer,0.05,0.07,0,0.14,0,0,0,0,0,4.3,NA
42113,3626,A,106,4,Explorer,0.05,0,0,0.18,1,0.05,0,0,0,7.06666666666667,NA
42114,14540,B,101,2,Explorer,0.05,0.07,1,0.44,0,0,0,0,0,6.73333333333333,NA
42115,10445,A,52,8,Explorer,0.05,0,0,0.26,0,0,0,0,0,6.93333333333333,NA
42116,5162,A,154,4,DealHunter,0.18,0,1,0.48,1,0.25,0,0,0,20.5333333333333,NA
42117,8047,A,12,5,Explorer,0.05,0,0,0.2,1,0.05,0,0,0,1,NA
42118,668,A,38,4,TargetedShopper,0.15,0,0,0.18,0,0,0,0,0,2.53333333333333,NA
42119,6948,B,52,9,DealHunter,0.18,0.07,0,0.28,0,0,0,0,0,7.8,NA
42120,10639,B,167,6,Explorer,0.05,0.07,0,0.22,0,0,0,0,0,16.7,NA
42121,9980,A,78,6,Explorer,0.05,0,0,0.22,1,0.05,0,0,0,7.8,NA
42122,10299,A,190,7,Explorer,0.05,0,0,0.24,0,0,0,0,0,22.1666666666667,NA
42123,5647,B,27,6,TargetedShopper,0.15,0.07,0,0.22,0,0,0,0,0,2.7,NA
42124,6618,B,83,7,Explorer,0.05,0.07,0,0.24,1,0.05,0,0,0,9.68333333333333,NA
42125,1717,B,317,4,DealHunter,0.18,0.07,0,0.18,1,0.05,0,0,0,21.1333333333333,NA
42126,684,B,29,5,HighIntent,0.3,0.07,0,0.2,1,0.05,0,0,0,2.41666666666667,NA
42127,4528,B,79,5,TargetedShopper,0.15,0.07,0,0.2,0,0,0,0,0,6.58333333333333,NA
42128,13793,A,165,1,TargetedShopper,0.15,0,0,0.12,0,0,0,0,0,2.75,NA
42129,7197,B,69,4,Explorer,0.05,0.07,1,0.48,1,0.25,0,0,0,9.2,NA
42130,7322,B,188,5,HighIntent,0.3,0.07,1,0.5,1,0.25,0,0,0,31.3333333333333,NA
42131,3808,B,129,2,Explorer,0.05,0.07,0,0.14,0,0,0,0,0,4.3,NA
42132,6391,A,146,9,Explorer,0.05,0,0,0.28,0,0,0,0,0,21.9,NA
42133,14802,A,34,3,TargetedShopper,0.15,0,0,0.16,0,0,0,0,0,1.7,NA
42134,10269,A,117,7,Explorer,0.05,0,0,0.24,0,0,0,0,0,13.65,NA
42135,9586,A,59,6,Explorer,0.05,0,0,0.22,0,0,0,0,0,5.9,NA
42136,10776,A,73,6,Explorer,0.05,0,0,0.22,0,0,0,0,0,7.3,NA
42137,13744,A,224,5,Explorer,0.05,0,0,0.2,0,0,0,0,0,18.6666666666667,NA
42138,6024,B,15,4,HighIntent,0.3,0.07,1,0.48,1,0.25,0,0,0,2,NA
42139,1665,A,46,3,DealHunter,0.18,0,0,0.16,1,0.05,0,0,0,2.3,NA
42140,5365,B,268,2,TargetedShopper,0.15,0.07,0,0.14,1,0.05,0,0,0,8.93333333333333,NA
42141,9159,B,41,1,Explorer,0.05,0.07,0,0.12,0,0,0,0,0,0.683333333333333,NA
42142,6429,B,34,8,Explorer,0.05,0.07,0,0.26,0,0,0,0,0,4.53333333333333,NA
42143,13241,A,34,2,Explorer,0.05,0,0,0.14,0,0,0,0,0,1.13333333333333,NA
42144,10297,B,38,5,DealHunter,0.18,0.07,0,0.2,0,0,0,0,0,3.16666666666667,NA
42145,4312,A,37,4,TargetedShopper,0.15,0,0,0.18,0,0,0,0,0,2.46666666666667,NA
42146,7780,A,37,1,Explorer,0.05,0,0,0.12,0,0,0,0,0,0.616666666666667,NA
42147,8962,B,74,5,DealHunter,0.18,0.07,0,0.2,0,0,0,0,0,6.16666666666667,NA
42148,4872,B,133,6,Explorer,0.05,0.07,0,0.22,1,0.05,0,0,0,13.3,NA
42149,8716,B,45,4,Explorer,0.05,0.07,0,0.18,1,0.05,0,0,0,3,NA
42150,9677,A,60,1,HighIntent,0.3,0,0,0.12,0,0,0,0,0,1,NA
42151,8883,A,42,1,Explorer,0.05,0,0,0.12,0,0,0,0,0,0.7,NA
42152,3176,A,72,7,Explorer,0.05,0,0,0.24,0,0,0,0,0,8.4,NA
42153,9020,B,42,8,Explorer,0.05,0.07,0,0.26,0,0,0,0,0,5.6,NA
42154,3916,B,144,2,TargetedShopper,0.15,0.07,0,0.14,0,0,0,0,0,4.8,NA
42155,3924,B,189,3,Explorer,0.05,0.07,0,0.16,0,0,0,0,0,9.45,NA
42156,11444,A,120,4,DealHunter,0.18,0,0,0.18,0,0,0,0,0,8,NA
42157,8902,B,46,5,TargetedShopper,0.15,0.07,1,0.5,0,0,0,0,0,7.66666666666667,NA
42158,185,B,73,6,HighIntent,0.3,0.07,0,0.22,0,0,0,0,0,7.3,NA
42159,4034,B,30,6,TargetedShopper,0.15,0.07,0,0.22,1,0.05,0,0,0,3,NA
42160,11228,A,214,4,DealHunter,0.18,0,0,0.18,0,0,0,0,0,14.2666666666667,NA
42161,7278,B,454,7,Explorer,0.05,0.07,0,0.24,0,0,0,0,0,52.9666666666667,NA
42162,850,A,14,5,DealHunter,0.18,0,0,0.2,1,0.05,0,0,0,1.16666666666667,NA
42163,1670,A,51,6,TargetedShopper,0.15,0,0,0.22,0,0,0,0,0,5.1,NA
42164,1163,A,210,3,TargetedShopper,0.15,0,0,0.16,0,0,0,0,0,10.5,NA
42165,3743,B,113,6,Explorer,0.05,0.07,0,0.22,0,0,0,0,0,11.3,NA
42166,4695,B,46,3,DealHunter,0.18,0.07,0,0.16,0,0,0,0,0,2.3,NA
42167,11852,B,27,7,TargetedShopper,0.15,0.07,0,0.24,0,0,0,0,0,3.15,NA
42168,5812,A,70,5,Explorer,0.05,0,0,0.2,0,0,0,0,0,5.83333333333333,NA
42169,5626,B,34,2,TargetedShopper,0.15,0.07,0,0.14,0,0,0,0,0,1.13333333333333,NA
42170,1823,A,48,3,TargetedShopper,0.15,0,0,0.16,1,0.05,0,0,0,2.4,NA
42171,6369,B,60,4,Explorer,0.05,0.07,1,0.48,0,0,0,0,0,8,NA
42172,12432,B,28,9,TargetedShopper,0.15,0.07,0,0.28,0,0,0,0,0,4.2,NA
42173,11042,A,38,2,HighIntent,0.3,0,1,0.44,1,0.25,0,0,0,2.53333333333333,NA
42174,406,A,83,7,TargetedShopper,0.15,0,0,0.24,0,0,0,0,0,9.68333333333333,NA
42175,10160,B,20,2,HighIntent,0.3,0.07,0,0.14,1,0.05,0,0,0,0.666666666666667,NA
42176,4280,B,214,5,Explorer,0.05,0.07,0,0.2,0,0,0,0,0,17.8333333333333,NA
42177,2343,A,32,4,Explorer,0.05,0,0,0.18,0,0,0,0,0,2.13333333333333,NA
42178,12787,B,60,4,TargetedShopper,0.15,0.07,0,0.18,0,0,0,0,0,4,NA
42179,12724,B,59,2,DealHunter,0.18,0.07,1,0.44,1,0.25,0,0,0,3.93333333333333,NA
42180,12103,B,58,4,DealHunter,0.18,0.07,0,0.18,0,0,0,0,0,3.86666666666667,NA
42181,1192,A,47,3,HighIntent,0.3,0,0,0.16,1,0.05,0,0,0,2.35,NA
42182,14376,B,29,5,TargetedShopper,0.15,0.07,0,0.2,1,0.05,0,0,0,2.41666666666667,NA
42183,3123,A,117,5,DealHunter,0.18,0,0,0.2,1,0.05,0,0,0,9.75,NA
42184,2908,B,37,5,DealHunter,0.18,0.07,1,0.5,1,0.25,0,0,0,6.16666666666667,NA
42185,5817,B,36,1,HighIntent,0.3,0.07,0,0.12,0,0,0,0,0,0.6,NA
42186,13670,B,175,7,DealHunter,0.18,0.07,1,0.54,0,0,0,0,0,40.8333333333333,NA
42187,10520,A,97,3,TargetedShopper,0.15,0,0,0.16,0,0,0,0,0,4.85,NA
42188,1246,B,24,5,Explorer,0.05,0.07,0,0.2,0,0,0,0,0,2,NA
42189,621,B,53,4,DealHunter,0.18,0.07,1,0.48,1,0.25,1,0.32,1,7.06666666666667,32.8825012219604
42190,10362,B,40,7,HighIntent,0.3,0.07,1,0.54,1,0.25,0,0,0,9.33333333333333,NA
42191,13548,B,23,4,Explorer,0.05,0.07,0,0.18,0,0,0,0,0,1.53333333333333,NA
42192,11235,A,24,2,Explorer,0.05,0,0,0.14,0,0,0,0,0,0.8,NA
42193,6597,B,70,3,TargetedShopper,0.15,0.07,1,0.46,0,0,0,0,0,7,NA
42194,277,B,98,5,Explorer,0.05,0.07,0,0.2,1,0.05,0,0,0,8.16666666666667,NA
42195,1077,B,128,4,TargetedShopper,0.15,0.07,0,0.18,1,0.05,0,0,0,8.53333333333333,NA
42196,8867,B,114,9,Explorer,0.05,0.07,0,0.28,0,0,0,0,0,17.1,NA
42197,13024,A,73,2,DealHunter,0.18,0,0,0.14,0,0,0,0,0,2.43333333333333,NA
42198,2327,A,62,5,Explorer,0.05,0,0,0.2,0,0,0,0,0,5.16666666666667,NA
42199,11567,B,30,4,DealHunter,0.18,0.07,0,0.18,0,0,0,0,0,2,NA
42200,5959,B,113,1,TargetedShopper,0.15,0.07,0,0.12,1,0.05,0,0,0,1.88333333333333,NA
42201,6701,B,21,4,Explorer,0.05,0.07,0,0.18,0,0,0,0,0,1.4,NA
42202,14875,A,42,2,Explorer,0.05,0,0,0.14,0,0,0,0,0,1.4,NA
42203,3834,A,28,8,Explorer,0.05,0,0,0.26,1,0.05,0,0,0,3.73333333333333,NA
42204,1017,B,273,2,Explorer,0.05,0.07,0,0.14,0,0,0,0,0,9.1,NA
42205,3280,B,97,3,Explorer,0.05,0.07,0,0.16,0,0,0,0,0,4.85,NA
42206,256,A,87,3,TargetedShopper,0.15,0,0,0.16,0,0,0,0,0,4.35,NA
42207,9725,A,62,5,TargetedShopper,0.15,0,0,0.2,0,0,0,0,0,5.16666666666667,NA
42208,7236,A,71,4,TargetedShopper,0.15,0,0,0.18,0,0,0,0,0,4.73333333333333,NA
42209,1551,A,98,5,TargetedShopper,0.15,0,0,0.2,1,0.05,0,0,0,8.16666666666667,NA
42210,5940,A,50,4,Explorer,0.05,0,0,0.18,0,0,0,0,0,3.33333333333333,NA
42211,5953,A,79,3,Explorer,0.05,0,0,0.16,0,0,0,0,0,3.95,NA
42212,11603,B,136,5,DealHunter,0.18,0.07,0,0.2,1,0.05,0,0,0,11.3333333333333,NA
42213,6955,B,39,3,TargetedShopper,0.15,0.07,0,0.16,0,0,0,0,0,1.95,NA
42214,6616,B,58,3,DealHunter,0.18,0.07,0,0.16,0,0,0,0,0,2.9,NA
42215,10980,B,137,7,HighIntent,0.3,0.07,1,0.54,0,0,0,0,0,31.9666666666667,NA
42216,5645,A,36,7,DealHunter,0.18,0,1,0.54,1,0.25,0,0,0,8.4,NA
42217,1128,A,35,3,TargetedShopper,0.15,0,0,0.16,0,0,0,0,0,1.75,NA
42218,5151,B,59,7,Explorer,0.05,0.07,0,0.24,0,0,0,0,0,6.88333333333333,NA
42219,7268,A,34,5,Explorer,0.05,0,0,0.2,0,0,0,0,0,2.83333333333333,NA
42220,1954,B,44,8,TargetedShopper,0.15,0.07,0,0.26,1,0.05,0,0,0,5.86666666666667,NA
42221,13760,A,57,5,Explorer,0.05,0,0,0.2,1,0.05,0,0,0,4.75,NA
42222,12669,A,59,7,TargetedShopper,0.15,0,0,0.24,1,0.05,1,0.02,0,6.88333333333333,NA
42223,1850,B,100,5,TargetedShopper,0.15,0.07,1,0.5,1,0.25,0,0,0,16.6666666666667,NA
42224,6060,B,51,3,Explorer,0.05,0.07,0,0.16,0,0,0,0,0,2.55,NA
42225,6996,B,18,2,Explorer,0.05,0.07,0,0.14,1,0.05,0,0,0,0.6,NA
42226,8036,A,199,4,Explorer,0.05,0,0,0.18,0,0,0,0,0,13.2666666666667,NA
42227,556,B,85,7,Explorer,0.05,0.07,0,0.24,0,0,0,0,0,9.91666666666667,NA
42228,4851,A,99,5,TargetedShopper,0.15,0,0,0.2,0,0,0,0,0,8.25,NA
42229,8176,A,232,7,Explorer,0.05,0,0,0.24,0,0,0,0,0,27.0666666666667,NA
42230,5436,A,38,1,TargetedShopper,0.15,0,0,0.12,0,0,0,0,0,0.633333333333333,NA
42231,1605,B,42,6,DealHunter,0.18,0.07,0,0.22,0,0,0,0,0,4.2,NA
42232,6357,A,60,8,DealHunter,0.18,0,0,0.26,1,0.05,0,0,0,8,NA
42233,10214,B,36,5,HighIntent,0.3,0.07,0,0.2,0,0,0,0,0,3,NA
42234,14076,B,206,3,Explorer,0.05,0.07,0,0.16,0,0,0,0,0,10.3,NA
42235,13805,A,125,8,Explorer,0.05,0,0,0.26,0,0,0,0,0,16.6666666666667,NA
42236,3858,B,27,3,DealHunter,0.18,0.07,0,0.16,0,0,0,0,0,1.35,NA
42237,12189,A,117,7,DealHunter,0.18,0,1,0.54,1,0.25,0,0,0,27.3,NA
42238,8375,B,31,5,TargetedShopper,0.15,0.07,0,0.2,1,0.05,0,0,0,2.58333333333333,NA
42239,14693,B,126,5,TargetedShopper,0.15,0.07,0,0.2,0,0,0,0,0,10.5,NA
42240,9184,A,172,5,Explorer,0.05,0,0,0.2,0,0,0,0,0,14.3333333333333,NA
42241,3096,A,61,5,Explorer,0.05,0,0,0.2,0,0,0,0,0,5.08333333333333,NA
42242,5915,A,66,8,Explorer,0.05,0,0,0.26,1,0.05,0,0,0,8.8,NA
42243,4188,B,161,5,Explorer,0.05,0.07,1,0.5,0,0,0,0,0,26.8333333333333,NA
42244,11902,B,31,3,TargetedShopper,0.15,0.07,0,0.16,0,0,0,0,0,1.55,NA
42245,14743,B,139,4,TargetedShopper,0.15,0.07,0,0.18,0,0,0,0,0,9.26666666666667,NA
42246,4838,B,28,6,TargetedShopper,0.15,0.07,0,0.22,1,0.05,0,0,0,2.8,NA
42247,13120,A,76,4,DealHunter,0.18,0,0,0.18,0,0,0,0,0,5.06666666666667,NA
42248,6941,A,92,4,DealHunter,0.18,0,0,0.18,1,0.05,0,0,0,6.13333333333333,NA
42249,2455,B,74,7,Explorer,0.05,0.07,0,0.24,0,0,0,0,0,8.63333333333333,NA
42250,2501,B,143,8,DealHunter,0.18,0.07,1,0.56,1,0.25,0,0,0,38.1333333333333,NA
42251,4458,A,133,3,Explorer,0.05,0,1,0.46,0,0,0,0,0,13.3,NA
42252,6778,B,64,5,TargetedShopper,0.15,0.07,0,0.2,0,0,0,0,0,5.33333333333333,NA
42253,9393,A,89,5,Explorer,0.05,0,0,0.2,1,0.05,0,0,0,7.41666666666667,NA
42254,5029,A,34,5,DealHunter,0.18,0,0,0.2,0,0,0,0,0,2.83333333333333,NA
42255,3390,A,28,4,Explorer,0.05,0,0,0.18,0,0,0,0,0,1.86666666666667,NA
42256,12087,A,90,5,TargetedShopper,0.15,0,0,0.2,1,0.05,0,0,0,7.5,NA
42257,14027,A,16,3,TargetedShopper,0.15,0,0,0.16,0,0,0,0,0,0.8,NA
42258,7989,B,32,3,TargetedShopper,0.15,0.07,0,0.16,0,0,0,0,0,1.6,NA
42259,2594,A,139,4,DealHunter,0.18,0,1,0.48,1,0.25,0,0,0,18.5333333333333,NA
42260,4737,B,135,1,Explorer,0.05,0.07,0,0.12,0,0,0,0,0,2.25,NA
42261,11925,A,9,3,TargetedShopper,0.15,0,0,0.16,0,0,0,0,0,0.45,NA
42262,6536,B,49,1,DealHunter,0.18,0.07,1,0.42,0,0,0,0,0,1.63333333333333,NA
42263,4170,B,66,8,TargetedShopper,0.15,0.07,0,0.26,0,0,0,0,0,8.8,NA
42264,1681,A,54,7,DealHunter,0.18,0,1,0.54,1,0.25,0,0,0,12.6,NA
42265,6013,B,21,12,TargetedShopper,0.15,0.07,0,0.34,0,0,0,0,0,4.2,NA
42266,2336,B,58,3,Explorer,0.05,0.07,0,0.16,0,0,0,0,0,2.9,NA
42267,11535,A,169,4,TargetedShopper,0.15,0,1,0.48,1,0.25,1,0.32,0,22.5333333333333,NA
42268,13373,A,39,3,Explorer,0.05,0,0,0.16,0,0,0,0,0,1.95,NA
42269,7573,B,39,5,Explorer,0.05,0.07,0,0.2,0,0,0,0,0,3.25,NA
42270,9774,B,7,2,Explorer,0.05,0.07,1,0.44,1,0.25,0,0,0,0.466666666666667,NA
42271,97,B,24,8,DealHunter,0.18,0.07,0,0.26,0,0,0,0,0,3.2,NA
42272,5530,A,58,4,Explorer,0.05,0,0,0.18,0,0,0,0,0,3.86666666666667,NA
42273,9697,A,53,6,TargetedShopper,0.15,0,0,0.22,0,0,0,0,0,5.3,NA
42274,10023,B,66,3,DealHunter,0.18,0.07,0,0.16,1,0.05,0,0,0,3.3,NA
42275,14082,A,32,3,TargetedShopper,0.15,0,0,0.16,0,0,0,0,0,1.6,NA
42276,7005,A,134,3,DealHunter,0.18,0,0,0.16,0,0,0,0,0,6.7,NA
42277,13935,A,21,7,DealHunter,0.18,0,0,0.24,0,0,0,0,0,2.45,NA
42278,3347,A,35,7,Explorer,0.05,0,0,0.24,0,0,0,0,0,4.08333333333333,NA
42279,8205,A,39,9,HighIntent,0.3,0,0,0.28,0,0,0,0,0,5.85,NA
42280,14276,B,38,5,HighIntent,0.3,0.07,1,0.5,0,0,0,0,0,6.33333333333333,NA
42281,9398,B,41,5,Explorer,0.05,0.07,0,0.2,1,0.05,0,0,0,3.41666666666667,NA
42282,6492,B,94,5,DealHunter,0.18,0.07,0,0.2,0,0,0,0,0,7.83333333333333,NA
42283,1633,B,217,5,TargetedShopper,0.15,0.07,0,0.2,0,0,0,0,0,18.0833333333333,NA
42284,10908,A,94,8,TargetedShopper,0.15,0,0,0.26,0,0,0,0,0,12.5333333333333,NA
42285,1995,B,48,11,Explorer,0.05,0.07,0,0.32,0,0,0,0,0,8.8,NA
42286,7600,B,46,7,DealHunter,0.18,0.07,0,0.24,1,0.05,0,0,0,5.36666666666667,NA
42287,10744,A,99,5,HighIntent,0.3,0,0,0.2,0,0,0,0,0,8.25,NA
42288,13874,A,41,5,Explorer,0.05,0,0,0.2,0,0,0,0,0,3.41666666666667,NA
42289,6177,B,213,2,TargetedShopper,0.15,0.07,1,0.44,0,0,0,0,0,14.2,NA
42290,6767,B,57,6,Explorer,0.05,0.07,0,0.22,0,0,0,0,0,5.7,NA
42291,6049,B,67,12,Explorer,0.05,0.07,0,0.34,0,0,0,0,0,13.4,NA
42292,587,B,17,2,TargetedShopper,0.15,0.07,0,0.14,0,0,0,0,0,0.566666666666667,NA
42293,14387,B,13,4,DealHunter,0.18,0.07,0,0.18,0,0,0,0,0,0.866666666666667,NA
42294,491,B,62,8,Explorer,0.05,0.07,0,0.26,0,0,0,0,0,8.26666666666667,NA
42295,14194,A,97,3,Explorer,0.05,0,0,0.16,0,0,0,0,0,4.85,NA
42296,11674,A,36,3,TargetedShopper,0.15,0,0,0.16,0,0,0,0,0,1.8,NA
42297,8956,A,43,7,Explorer,0.05,0,0,0.24,0,0,0,0,0,5.01666666666667,NA
42298,4456,B,89,7,Explorer,0.05,0.07,0,0.24,0,0,0,0,0,10.383333333333301,NA
42299,1395,A,130,5,TargetedShopper,0.15,0,0,0.2,0,0,0,0,0,10.8333333333333,NA
42300,7338,A,216,4,HighIntent,0.3,0,0,0.18,1,0.05,0,0,0,14.4,NA
42301,14844,A,117,3,Explorer,0.05,0,0,0.16,0,0,0,0,0,5.85,NA
42302,1628,B,126,9,DealHunter,0.18,0.07,0,0.28,0,0,0,0,0,18.9,NA
42303,9719,A,77,4,TargetedShopper,0.15,0,1,0.48,0,0,0,0,0,10.2666666666667,NA
42304,14453,B,40,1,TargetedShopper,0.15,0.07,0,0.12,0,0,0,0,0,0.666666666666667,NA
42305,1005,A,34,4,DealHunter,0.18,0,1,0.48,1,0.25,0,0,0,4.53333333333333,NA
42306,5097,A,96,7,TargetedShopper,0.15,0,0,0.24,0,0,0,0,0,11.2,NA
42307,12500,A,50,5,Explorer,0.05,0,1,0.5,1,0.25,0,0,0,8.33333333333333,NA
42308,9879,B,48,3,HighIntent,0.3,0.07,0,0.16,0,0,0,0,0,2.4,NA
42309,6578,A,95,2,Explorer,0.05,0,0,0.14,1,0.05,0,0,0,3.16666666666667,NA
42310,13554,B,101,3,DealHunter,0.18,0.07,0,0.16,0,0,0,0,0,5.05,NA
42311,9207,B,319,4,DealHunter,0.18,0.07,0,0.18,1,0.05,0,0,0,21.2666666666667,NA
42312,12910,B,71,8,DealHunter,0.18,0.07,0,0.26,1,0.05,0,0,0,9.46666666666667,NA
42313,13085,A,56,5,Explorer,0.05,0,0,0.2,0,0,0,0,0,4.66666666666667,NA
42314,4643,A,162,6,DealHunter,0.18,0,0,0.22,0,0,0,0,0,16.2,NA
42315,13026,B,36,5,DealHunter,0.18,0.07,0,0.2,1,0.05,1,0.02,0,3,NA
42316,11880,A,91,8,TargetedShopper,0.15,0,0,0.26,0,0,0,0,0,12.133333333333301,NA
42317,7366,B,28,1,Explorer,0.05,0.07,0,0.12,1,0.05,0,0,0,0.466666666666667,NA
42318,10058,A,107,6,Explorer,0.05,0,0,0.22,1,0.05,0,0,0,10.7,NA
42319,9109,B,15,3,Explorer,0.05,0.07,1,0.46,0,0,0,0,0,1.5,NA
42320,9998,A,101,2,DealHunter,0.18,0,0,0.14,0,0,0,0,0,3.36666666666667,NA
42321,2210,B,30,2,DealHunter,0.18,0.07,0,0.14,1,0.05,0,0,0,1,NA
42322,1401,B,164,8,TargetedShopper,0.15,0.07,0,0.26,1,0.05,0,0,0,21.8666666666667,NA
42323,13979,A,42,5,TargetedShopper,0.15,0,0,0.2,1,0.05,0,0,0,3.5,NA
42324,2081,B,84,2,HighIntent,0.3,0.07,0,0.14,0,0,0,0,0,2.8,NA
42325,10083,B,68,6,TargetedShopper,0.15,0.07,0,0.22,1,0.05,0,0,0,6.8,NA
42326,7868,B,433,2,TargetedShopper,0.15,0.07,0,0.14,0,0,0,0,0,14.4333333333333,NA
42327,1227,B,84,6,TargetedShopper,0.15,0.07,1,0.52,0,0,0,0,0,16.8,NA
42328,7624,A,19,3,Explorer,0.05,0,0,0.16,0,0,0,0,0,0.95,NA
42329,5276,A,74,8,Explorer,0.05,0,0,0.26,0,0,0,0,0,9.86666666666667,NA
42330,12092,A,58,5,Explorer,0.05,0,0,0.2,0,0,0,0,0,4.83333333333333,NA
42331,6733,B,7,3,Explorer,0.05,0.07,0,0.16,0,0,0,0,0,0.35,NA
42332,1955,A,108,2,HighIntent,0.3,0,1,0.44,1,0.25,0,0,0,7.2,NA
42333,2791,A,196,4,Explorer,0.05,0,0,0.18,0,0,0,0,0,13.0666666666667,NA
42334,594,B,71,2,Explorer,0.05,0.07,0,0.14,0,0,0,0,0,2.36666666666667,NA
42335,13938,B,94,4,DealHunter,0.18,0.07,0,0.18,0,0,0,0,0,6.26666666666667,NA
42336,6097,B,49,5,Explorer,0.05,0.07,0,0.2,0,0,0,0,0,4.08333333333333,NA
42337,2730,B,192,1,TargetedShopper,0.15,0.07,0,0.12,0,0,0,0,0,3.2,NA
42338,6057,A,127,6,HighIntent,0.3,0,0,0.22,0,0,0,0,0,12.7,NA
42339,5371,A,73,7,HighIntent,0.3,0,0,0.24,0,0,0,0,0,8.51666666666667,NA
42340,6495,B,72,5,TargetedShopper,0.15,0.07,0,0.2,0,0,0,0,0,6,NA
42341,4646,B,158,5,TargetedShopper,0.15,0.07,0,0.2,0,0,0,0,0,13.1666666666667,NA
42342,6024,B,125,10,HighIntent,0.3,0.07,0,0.3,1,0.05,0,0,0,20.8333333333333,NA
42343,3487,A,43,3,DealHunter,0.18,0,0,0.16,0,0,0,0,0,2.15,NA
42344,6636,B,240,7,Explorer,0.05,0.07,0,0.24,0,0,0,0,0,28,NA
42345,11440,B,84,6,Explorer,0.05,0.07,0,0.22,0,0,0,0,0,8.4,NA
42346,8067,B,47,5,DealHunter,0.18,0.07,0,0.2,1,0.05,0,0,0,3.91666666666667,NA
42347,13249,B,2,5,HighIntent,0.3,0.07,0,0.2,1,0.05,0,0,0,0.166666666666667,NA
42348,9638,A,49,4,Explorer,0.05,0,0,0.18,0,0,0,0,0,3.26666666666667,NA
42349,12307,A,74,5,HighIntent,0.3,0,1,0.5,0,0,0,0,0,12.3333333333333,NA
42350,9144,A,108,8,TargetedShopper,0.15,0,0,0.26,0,0,0,0,0,14.4,NA
42351,9028,A,25,4,TargetedShopper,0.15,0,0,0.18,0,0,0,0,0,1.66666666666667,NA
